Zeit: 20.30°C; rel. Luftfeuchtigkeit: 54.00%
Zeit:   627 s; Temperatur: 22.00°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   629 s; Temperatur: 22.00°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   631 s; Temperatur: 22.00°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   634 s; Temperatur: 22.00°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   636 s; Temperatur: 22.00°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   638 s; Temperatur: 22.00°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:   640 s; Temperatur: 22.00°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   642 s; Temperatur: 22.00°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:   644 s; Temperatur: 22.00°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:   646 s; Temperatur: 22.00°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:   648 s; Temperatur: 22.00°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:   650 s; Temperatur: 22.00°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:   652 s; Temperatur: 22.10°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:   654 s; Temperatur: 22.00°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:   656 s; Temperatur: 22.10°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:   658 s; Temperatur: 22.10°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:   660 s; Temperatur: 22.10°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:   662 s; Temperatur: 22.00°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   664 s; Temperatur: 22.10°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   666 s; Temperatur: 22.00°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:   668 s; Temperatur: 22.10°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:   670 s; Temperatur: 22.10°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   672 s; Temperatur: 22.00°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   674 s; Temperatur: 22.10°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   676 s; Temperatur: 22.10°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   678 s; Temperatur: 22.10°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   680 s; Temperatur: 22.10°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   682 s; Temperatur: 22.10°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   684 s; Temperatur: 22.10°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   686 s; Temperatur: 22.10°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   688 s; Temperatur: 22.10°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   690 s; Temperatur: 22.10°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   692 s; Temperatur: 22.10°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   694 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   696 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   698 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   700 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   702 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   704 s; Temperatur: 22.10°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   706 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   708 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   710 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   713 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   715 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   717 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   719 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   721 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   723 s; Temperatur: 22.10°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   725 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   727 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   729 s; Temperatur: 22.10°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   731 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   733 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   735 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   737 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   739 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   741 s; Temperatur: 22.10°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   743 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   745 s; Temperatur: 22.10°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   747 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   749 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   751 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   753 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   755 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   757 s; Temperatur: 22.10°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   759 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   761 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   763 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   765 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   767 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   769 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   771 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   773 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   775 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   777 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   779 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   781 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   783 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   785 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   787 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   789 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   792 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   794 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   796 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:   798 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:   800 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:   802 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:   804 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:   806 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:   808 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:   810 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:   812 s; Temperatur: 22.30°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:   814 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:   816 s; Temperatur: 22.30°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:   818 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:   820 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   822 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   824 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   826 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   828 s; Temperatur: 22.30°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   830 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   832 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   834 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   836 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   838 s; Temperatur: 22.30°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   840 s; Temperatur: 22.30°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   842 s; Temperatur: 22.30°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   844 s; Temperatur: 22.30°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   846 s; Temperatur: 22.30°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   848 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   850 s; Temperatur: 22.30°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   852 s; Temperatur: 22.30°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   854 s; Temperatur: 22.30°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   856 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   858 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   860 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   862 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   864 s; Temperatur: 22.30°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   866 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   868 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   871 s; Temperatur: 22.30°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   873 s; Temperatur: 22.30°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   875 s; Temperatur: 22.30°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:   877 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:   879 s; Temperatur: 22.30°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:   881 s; Temperatur: 22.30°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:   883 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 63.00%
Zeit:   885 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   887 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   889 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   891 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   893 s; Temperatur: 22.30°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   895 s; Temperatur: 22.30°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   897 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   899 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   901 s; Temperatur: 22.30°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   903 s; Temperatur: 22.30°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   905 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   907 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   909 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   911 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   913 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   915 s; Temperatur: 22.30°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   917 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   919 s; Temperatur: 22.30°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   921 s; Temperatur: 22.30°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   923 s; Temperatur: 22.30°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   925 s; Temperatur: 22.20°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   927 s; Temperatur: 22.30°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   929 s; Temperatur: 22.30°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   931 s; Temperatur: 22.30°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   933 s; Temperatur: 22.30°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   935 s; Temperatur: 22.30°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   937 s; Temperatur: 22.30°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   939 s; Temperatur: 22.30°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   941 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   943 s; Temperatur: 22.30°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   945 s; Temperatur: 22.30°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   947 s; Temperatur: 22.30°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   950 s; Temperatur: 22.30°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   952 s; Temperatur: 22.30°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   954 s; Temperatur: 22.30°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   956 s; Temperatur: 22.30°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   958 s; Temperatur: 22.30°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   960 s; Temperatur: 22.30°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:   962 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   964 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   966 s; Temperatur: 22.30°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   968 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:   970 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   972 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   974 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   976 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:   978 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:   980 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:   982 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:   984 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:   986 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:   988 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   990 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   992 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   994 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   996 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:   998 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  1000 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  1002 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  1004 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  1006 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  1008 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1010 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1012 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1014 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1016 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  1018 s; Temperatur: 22.40°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  1020 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  1022 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  1024 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  1026 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  1029 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 62.00%
Zeit:  1031 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1033 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1035 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1037 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1039 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1041 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1043 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1045 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1047 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1049 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1051 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1053 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1055 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1057 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1059 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1061 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1063 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1065 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1067 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1069 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1071 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1073 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1075 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1077 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1079 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1081 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1083 s; Temperatur: 22.50°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1085 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1087 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1089 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1091 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1093 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1095 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1097 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1099 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1101 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1103 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1105 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1108 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1110 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1112 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1114 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1116 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1118 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1120 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1122 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1124 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1126 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1128 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1130 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1132 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1134 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1136 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1138 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1140 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1142 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1144 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1146 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1148 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1150 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1152 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1154 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1156 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1158 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1160 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1162 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1164 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1166 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1168 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1170 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1172 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1174 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1176 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1178 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1180 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1182 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1184 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1187 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1189 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1191 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1193 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1195 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1197 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1199 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1201 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1203 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1205 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1207 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1209 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1211 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1213 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1215 s; Temperatur: 22.60°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1217 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1219 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1221 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1223 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1225 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1227 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1229 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1231 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1233 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1235 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1237 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1239 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1241 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1243 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1245 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 61.00%
Zeit:  1247 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 61.00%
